PMID,Title,Journal,Date,Year,Still_Live,AI_Retracted
35594839,More than just statics: altered complexity of dynamic amplitude of low-frequency fluctuations in the resting brain after stroke.,J Neural Eng. 2022 Jun 10;19(3). doi: 10.1088/1741-2552/ac71ce.,2022 Jun 10;19(3),2022,1,
35594236,A Hybrid Design of Fault Detection for Nonlinear Systems Based on Dynamic Optimization.,IEEE Trans Neural Netw Learn Syst. 2023 Sep;34(9):5244-5254. doi: 10.1109/TNNLS.2022.3174822. Epub 2023 Sep 1.,2023 Sep;34(9):5244-5254,2023,1,
35594112,Deep Zoom-In Simulation of aFuzzyDark Matter Galactic Halo.,Phys Rev Lett. 2022 May 6;128(18):181301. doi: 10.1103/PhysRevLett.128.181301.,2022 May 6;128(18):181301,2022,1,
35591237,Investigating a Dual-Channel Network in a Sustainable Closed-Loop Supply Chain Considering Energy Sources and Consumption Tax.,Sensors (Basel). 2022 May 6;22(9):3547. doi: 10.3390/s22093547.,2022 May 6;22(9):3547,2022,1,
35591205,Dynamic Spectrum Allocation Using Multi-Source Context Information in OpenRAN Networks.,Sensors (Basel). 2022 May 5;22(9):3515. doi: 10.3390/s22093515.,2022 May 5;22(9):3515,2022,1,
35591194,Rainfall Prediction System Using Machine Learning Fusion for Smart Cities.,Sensors (Basel). 2022 May 4;22(9):3504. doi: 10.3390/s22093504.,2022 May 4;22(9):3504,2022,1,
35591089,Autonomous Vehicle State Estimation and Mapping Using Takagi-Sugeno Modeling Approach.,Sensors (Basel). 2022 Apr 28;22(9):3399. doi: 10.3390/s22093399.,2022 Apr 28;22(9):3399,2022,1,
35590957,"Near Ground Pathloss Propagation Model Using Adaptive NeuroFuzzyInference System for Wireless Sensor Network Communication in Forest, Jungle and Open Dirt Road Environments.",Sensors (Basel). 2022 Apr 24;22(9):3267. doi: 10.3390/s22093267.,2022 Apr 24;22(9):3267,2022,1,
35589906,Integrated strategic planning and multi-criteria decision-making framework with its application to agricultural water management.,Sci Rep. 2022 May 19;12(1):8406. doi: 10.1038/s41598-022-12194-5.,2022 May 19;12(1):8406,2022,1,
35589815,Analysis of fuzzified boundary value problems for MHD Couette and Poiseuille flow.,Sci Rep. 2022 May 19;12(1):8368. doi: 10.1038/s41598-022-12110-x.,2022 May 19;12(1):8368,2022,1,
35589787,Fusion of expert uncertain assessment in FMEA based on the negation of basic probability assignment and evidence distance.,Sci Rep. 2022 May 19;12(1):8424. doi: 10.1038/s41598-022-12360-9.,2022 May 19;12(1):8424,2022,1,
35589586,[Application offuzzyanalytic hierarchy process in risk assessment in medicine related fields].,Zhonghua Liu Xing Bing Xue Za Zhi. 2022 May 10;43(5):766-770. doi: 10.3760/cma.j.cn112338-20211130-00935.,2022 May 10;43(5):766-770,2022,1,
35587661,[Mechanism of microRNA-100-5p on mammalian target of rapamycin in temporomandibular arthritis].,Shanghai Kou Qiang Yi Xue. 2022 Feb;31(1):12-16.,2022 Feb;31(1):12-16,2022,1,
35586724,Indicator-driven data calibration of expert interviews in a configurational study.,MethodsX. 2022 Apr 26;9:101699. doi: 10.1016/j.mex.2022.101699. eCollection 2022.,2022 Apr 26;9:101699,2022,1,
35586098,Power Intelligent Terminal Intrusion Detection Based on Deep Learning and Cloud Computing.,Comput Intell Neurosci. 2022 May 9;2022:1415713. doi: 10.1155/2022/1415713. eCollection 2022.,2022 May 9;2022:1415713,2022,1,
35586096,Design of a Comprehensive Assessment Model for the Stability and Engineering Geology of Slope Based on Improved Convolutional Neural Network.,Comput Intell Neurosci. 2022 May 9;2022:1639311. doi: 10.1155/2022/1639311. eCollection 2022.,2022 May 9;2022:1639311,2022,1,
35583117,Numeracy and the Motivational Mind: The Power of Numeric Self-efficacy.,Med Decis Making. 2022 Aug;42(6):729-740. doi: 10.1177/0272989X221099904. Epub 2022 May 18.,2022 Aug;42(6):729-740,2022,1,
35582662,Explainable artificial intelligence-based edgefuzzyimages for COVID-19 detection and identification.,Appl Soft Comput. 2022 Jul;123:108966. doi: 10.1016/j.asoc.2022.108966. Epub 2022 May 13.,2022 Jul;123:108966,2022,1,
35582204,Measuring the customer satisfaction of public transportation in Tehran during the COVID-19 pandemic using MCDM techniques.,Case Stud Transp Policy. 2022 Sep;10(3):1520-1530. doi: 10.1016/j.cstp.2022.05.009. Epub 2022 May 13.,2022 Sep;10(3):1520-1530,2022,1,
35580050,FuzzyRNA recognition by the Trypanosoma brucei editosome.,Nucleic Acids Res. 2022 Jun 10;50(10):5818-5833. doi: 10.1093/nar/gkac357.,2022 Jun 10;50(10):5818-5833,2022,1,
35576056,Erratum: How to Use Artificial Intelligence to Improve Entrepreneurial Attitude in Business Simulation Games: Implications From a Quasi-Experiment.,Front Psychol. 2022 Apr 26;13:915921. doi: 10.3389/fpsyg.2022.915921. eCollection 2022.,2022 Apr 26;13:915921,2022,1,
35573928,On Interpretability of Artificial Neural Networks: A Survey.,IEEE Trans Radiat Plasma Med Sci. 2021 Nov;5(6):741-760. doi: 10.1109/trpms.2021.3066428. Epub 2021 Mar 17.,2021 Nov;5(6):741-760,2021,1,
35573816,On Multimatrix Models Motivated by Random Noncommutative Geometry II: A Yang-Mills-Higgs Matrix Model.,Ann Henri Poincare. 2022;23(6):1979-2023. doi: 10.1007/s00023-021-01138-w. Epub 2022 Apr 23.,2022;23(6):1979-2023,2022,1,
35573661,Combining the advantages of AlexNet convolutional deep neural network optimized with anopheles search algorithm based feature extraction and random forest classifier for COVID-19 classification.,Concurr Comput. 2022 Jul 10;34(15):e6958. doi: 10.1002/cpe.6958. Epub 2022 Apr 10.,2022 Jul 10;34(15):e6958,2022,1,
35572841,Assessing the Best Supplier Selection Criteria in Supply Chain Management During the COVID-19 Pandemic.,Front Psychol. 2022 Apr 29;12:804954. doi: 10.3389/fpsyg.2021.804954. eCollection 2021.,2022 Apr 29;12:804954,2022,1,
35571692,FDCNet: Presentation of theFuzzyCNN and Fractal Feature Extraction for Detection and Classification of Tumors.,Comput Intell Neurosci. 2022 May 6;2022:7543429. doi: 10.1155/2022/7543429. eCollection 2022.,2022 May 6;2022:7543429,2022,1,
35571690,Evaluation of Smart City Sustainable Development Prospects Based onFuzzyComprehensive Evaluation Method.,Comput Intell Neurosci. 2022 May 6;2022:5744415. doi: 10.1155/2022/5744415. eCollection 2022.,2022 May 6;2022:5744415,2022,1,
35571604,Fermateanfuzzycopula aggregation operators and similarity measures-based complex proportional assessment approach for renewable energy source selection.,Complex Intell Systems. 2022;8(6):5223-5248. doi: 10.1007/s40747-022-00743-4. Epub 2022 May 10.,2022;8(6):5223-5248,2022,1,
35570908,The Configuration of Incentives in Small and Medium-Sized Content Platform Enterprises Under the Normalization of COVID-19.,Front Public Health. 2022 Apr 29;10:885729. doi: 10.3389/fpubh.2022.885729. eCollection 2022.,2022 Apr 29;10:885729,2022,1,
35568820,An optimal brain tumor segmentation algorithm for clinical MRI dataset with low resolution and non-contiguous slices.,BMC Med Imaging. 2022 May 14;22(1):89. doi: 10.1186/s12880-022-00812-7.,2022 May 14;22(1):89,2022,1,
35566957,Advanced Machine Learning Modeling Approach for Prediction of Compressive Strength of FRP Confined Concrete Using Multiphysics Genetic Expression Programming.,Polymers (Basel). 2022 Apr 27;14(9):1789. doi: 10.3390/polym14091789.,2022 Apr 27;14(9):1789,2022,1,
35564609,"Optimization of Ecological Water Replenishment Scheme Based on the IntervalFuzzyTwo-Stage Stochastic Programming Method: Boluo Lake National Nature Reserve, Jilin Province, China.",Int J Environ Res Public Health. 2022 Apr 25;19(9):5218. doi: 10.3390/ijerph19095218.,2022 Apr 25;19(9):5218,2022,1,
35564485,What Drives Land Abandonment in Core Grain-Producing Areas? Evidence from China.,Int J Environ Res Public Health. 2022 Apr 22;19(9):5090. doi: 10.3390/ijerph19095090.,2022 Apr 22;19(9):5090,2022,1,
35564454,Novel Physical FitnessFuzzyEvaluation Model for Individual Health Promotion.,Int J Environ Res Public Health. 2022 Apr 21;19(9):5060. doi: 10.3390/ijerph19095060.,2022 Apr 21;19(9):5060,2022,1,
35564420,Green Recycling Supplier Selection of Shared Bicycles: Interval-Valued PythagoreanFuzzyHybrid Weighted Methods Based on Self-Confidence Level.,Int J Environ Res Public Health. 2022 Apr 20;19(9):5024. doi: 10.3390/ijerph19095024.,2022 Apr 20;19(9):5024,2022,1,
35562362,An efficient ANFIS-EEBAT approach to estimate effort of Scrum projects.,Sci Rep. 2022 May 13;12(1):7974. doi: 10.1038/s41598-022-11565-2.,2022 May 13;12(1):7974,2022,1,
35561934,Investigating flood resilience perceptions and supporting collective decision-making throughfuzzycognitive mapping.,Sci Total Environ. 2022 Sep 1;837:155854. doi: 10.1016/j.scitotenv.2022.155854. Epub 2022 May 11.,2022 Sep 1;837:155854,2022,1,
35560094,AdaptiveFuzzyOutput-Feedback Consensus Tracking Control of Nonlinear Multiagent Systems in Prescribed Performance.,IEEE Trans Cybern. 2023 Mar;53(3):1932-1943. doi: 10.1109/TCYB.2022.3171239. Epub 2023 Feb 15.,2023 Mar;53(3):1932-1943,2023,1,
35560089,An AdaptiveFuzzyApproach to Fault Estimation Observer Design With Actuator Fault and Digital Communication.,IEEE Trans Cybern. 2023 Aug;53(8):5048-5058. doi: 10.1109/TCYB.2022.3170942. Epub 2023 Jul 18.,2023 Aug;53(8):5048-5058,2023,1,
35557657,A Novel Method for the Intelligent Recognition of Lattice Fringes in Coal HRTEM Images Based on Semantic Segmentation andFuzzySuperpixels.,ACS Omega. 2022 Apr 19;7(17):15037-15047. doi: 10.1021/acsomega.2c00751. eCollection 2022 May 3.,2022 Apr 19;7(17):15037-15047,2022,1,
35551204,A deep learning based method for intelligent detection of seafarers' mental health condition.,Sci Rep. 2022 May 12;12(1):7890. doi: 10.1038/s41598-022-11207-7.,2022 May 12;12(1):7890,2022,1,
35550955,"Sustainability assessment of water management at river basin level: Concept, methodology and application.",J Environ Manage. 2022 Aug 15;316:115201. doi: 10.1016/j.jenvman.2022.115201. Epub 2022 May 10.,2022 Aug 15;316:115201,2022,1,
35548098,Construction of English Translation Model Based on Neural NetworkFuzzySemantic Optimal Control.,Comput Intell Neurosci. 2022 May 2;2022:9308236. doi: 10.1155/2022/9308236. eCollection 2022.,2022 May 2;2022:9308236,2022,1,
35547564,Application of Multimodal Neuroimaging in the Treatment of Neurological Patients.,Comput Math Methods Med. 2022 May 2;2022:5502213. doi: 10.1155/2022/5502213. eCollection 2022.,2022 May 2;2022:5502213,2022,1,
35547159,Detection and Localization of Solid Tumors Utilizing the Cancer-Type-Specific Mutational Signatures.,Front Bioeng Biotechnol. 2022 Apr 25;10:883791. doi: 10.3389/fbioe.2022.883791. eCollection 2022.,2022 Apr 25;10:883791,2022,1,
35544999,SSA-Net: Spatial self-attention network for COVID-19 pneumonia infection segmentation with semi-supervised few-shot learning.,Med Image Anal. 2022 Jul;79:102459. doi: 10.1016/j.media.2022.102459. Epub 2022 Apr 22.,2022 Jul;79:102459,2022,1,
35544520,Optimized design of battery pole control system based on dual-chip architecture.,PLoS One. 2022 May 11;17(5):e0264285. doi: 10.1371/journal.pone.0264285. eCollection 2022.,2022 May 11;17(5):e0264285,2022,1,
35544488,AFS Graph: Multidimensional AxiomaticFuzzySet Knowledge Graph for Open-Domain Question Answering.,IEEE Trans Neural Netw Learn Syst. 2023 Dec;34(12):10904-10918. doi: 10.1109/TNNLS.2022.3171677. Epub 2023 Nov 30.,2023 Dec;34(12):10904-10918,2023,1,
35535194,Evaluation of the Development Potential of Hainan Free Trade Port Industrial Chain Driven by the Internet of Things Distribution Mechanism.,Comput Intell Neurosci. 2022 Apr 30;2022:8146926. doi: 10.1155/2022/8146926. eCollection 2022.,2022 Apr 30;2022:8146926,2022,1,
35535188,Network Blockchain Security Sharing Model Based onFuzzyLogic.,Comput Intell Neurosci. 2022 Apr 30;2022:1509000. doi: 10.1155/2022/1509000. eCollection 2022.,2022 Apr 30;2022:1509000,2022,1,
35533154,Event-Triggered Adaptive Output-Feedback Control of Switched Stochastic Nonlinear Systems With Actuator Failures: A Modified MDADT Method.,IEEE Trans Cybern. 2023 Feb;53(2):900-912. doi: 10.1109/TCYB.2022.3169142. Epub 2023 Jan 13.,2023 Feb;53(2):900-912,2023,1,
35531650,Research on the control path and countermeasures of net CO2emissions in central China - represented by Jiangxi Province.,Environ Technol. 2023 Nov;44(25):3867-3882. doi: 10.1080/09593330.2022.2075795. Epub 2022 May 15.,2023 Nov;44(25):3867-3882,2023,1,
35531560,Prioritization of healthcare systems during pandemics using Cronbach's measure basedfuzzyWASPAS approach.,Ann Oper Res. 2022 May 3:1-29. doi: 10.1007/s10479-022-04714-3. Online ahead of print.,2022 May 3:1-29,2022,1,
35531232,Combination offuzzy-AHP and GIS techniques in land suitability assessment for wheat (Triticum aestivum) cultivation.,Saudi J Biol Sci. 2022 Apr;29(4):2634-2644. doi: 10.1016/j.sjbs.2021.12.050. Epub 2021 Dec 23.,2022 Apr;29(4):2634-2644,2022,1,
35530439,Designing a sustainable closed-loop supply chain network considering lateral resupply and backup suppliers usingfuzzyinference system.,Environ Dev Sustain. 2022 Apr 30:1-34. doi: 10.1007/s10668-022-02332-4. Online ahead of print.,2022 Apr 30:1-34,2022,1,
35529558,Perceptual Cue Weighting Is Influenced by the Listener's Gender and Subjective Evaluations of the Speaker: The Case of English Stop Voicing.,Front Psychol. 2022 Apr 20;13:840291. doi: 10.3389/fpsyg.2022.840291. eCollection 2022.,2022 Apr 20;13:840291,2022,1,
35529543,Enhanced Laterality Index: A Novel Measure for Hemispheric Asymmetry.,J Healthc Eng. 2022 Apr 29;2022:8997108. doi: 10.1155/2022/8997108. eCollection 2022.,2022 Apr 29;2022:8997108,2022,1,
35529347,Nonlinear model-based cardiac arrhythmia diagnosis using the optimization-based inverse problem solution.,Biomed Eng Lett. 2022 Mar 7;12(2):205-215. doi: 10.1007/s13534-022-00223-1. eCollection 2022 May.,2022 Mar 7;12(2):205-215,2022,1,
35529174,Decision-making framework for identifying regions vulnerable to transmission of COVID-19 pandemic.,Comput Ind Eng. 2022 Jul;169:108207. doi: 10.1016/j.cie.2022.108207. Epub 2022 Apr 29.,2022 Jul;169:108207,2022,1,
35529173,How does the hospital make a safe and stable elective surgery plan during COVID-19 pandemic?,Comput Ind Eng. 2022 Jul;169:108210. doi: 10.1016/j.cie.2022.108210. Epub 2022 May 3.,2022 Jul;169:108210,2022,1,
35528822,Developing Key Performance Indicators for Emergency Department of Teaching Hospitals: A MixedFuzzyDelphi and Nominal Group Technique Approach.,Malays J Med Sci. 2022 Apr;29(2):114-125. doi: 10.21315/mjms2022.29.2.11. Epub 2022 Apr 21.,2022 Apr;29(2):114-125,2022,1,
35528710,A probabilistic approach toward evaluation of Internet rumor on COVID.,Soft comput. 2022;26(16):8077-8088. doi: 10.1007/s00500-022-07064-1. Epub 2022 May 5.,2022;26(16):8077-8088,2022,1,
35528371,Image Fusion and Stylization Processing Based on Multiscale Transformation and Convolutional Neural Network.,Comput Intell Neurosci. 2022 Apr 28;2022:1181189. doi: 10.1155/2022/1181189. eCollection 2022.,2022 Apr 28;2022:1181189,2022,1,
35528353,Point Tracking Technology of Sports Image Sequence Marks Based onFuzzyClustering Algorithm.,Comput Intell Neurosci. 2022 Apr 28;2022:3814252. doi: 10.1155/2022/3814252. eCollection 2022.,2022 Apr 28;2022:3814252,2022,1,
35528317,"Big Five Personality, Academic Entrepreneurial Motivation, and Academic Entrepreneurial Intention: A Research Method Based onFuzzySet Qualitative Comparative Analysis.",Front Psychol. 2022 Apr 20;12:799770. doi: 10.3389/fpsyg.2021.799770. eCollection 2021.,2022 Apr 20;12:799770,2022,1,
35526377,Research on sunken & submerged oil detection and its behavior process under the action of breaking waves based on YOLO v4 algorithm.,Mar Pollut Bull. 2022 Jun;179:113682. doi: 10.1016/j.marpolbul.2022.113682. Epub 2022 May 5.,2022 Jun;179:113682,2022,1,
35525605,Event-basedfuzzyresilient control of nonlinear DC Microgrids under denial-of-service attacks.,ISA Trans. 2022 Aug;127:206-215. doi: 10.1016/j.isatra.2022.04.019. Epub 2022 Apr 19.,2022 Aug;127:206-215,2022,1,
35525061,AssessingFuzzyCognitive Mapping as a participatory and interdisciplinary approach to explore marine microfiber pollution.,Mar Pollut Bull. 2022 Jun;179:113713. doi: 10.1016/j.marpolbul.2022.113713. Epub 2022 May 5.,2022 Jun;179:113713,2022,1,
35525045,"Identifying ecological security patterns based on the supply, demand and sensitivity of ecosystem service: A case study in the Yellow River Basin, China.",J Environ Manage. 2022 Aug 1;315:115158. doi: 10.1016/j.jenvman.2022.115158. Epub 2022 May 4.,2022 Aug 1;315:115158,2022,1,
35525037,A simulation-optimization approach for supporting conservative water allocation under uncertainties.,J Environ Manage. 2022 Aug 1;315:115073. doi: 10.1016/j.jenvman.2022.115073. Epub 2022 May 4.,2022 Aug 1;315:115073,2022,1,
35523604,A novel metaheuristics with adaptive neuro-fuzzyinference system for decision making on autonomous unmanned aerial vehicle systems.,ISA Trans. 2023 Jan;132:16-23. doi: 10.1016/j.isatra.2022.04.006. Epub 2022 Apr 13.,2023 Jan;132:16-23,2023,1,
35522688,The research for PLTS normalization method based on minimum entropy change and its application in MAGDM problem.,PLoS One. 2022 May 6;17(5):e0268158. doi: 10.1371/journal.pone.0268158. eCollection 2022.,2022 May 6;17(5):e0268158,2022,1,
35518783,"Clinical Value Analysis of Combined Vaginal Ultrasound, Magnetic Resonance Dispersion Weighted Imaging, and Multilayer Spiral CT in the Diagnosis of Endometrial Cancer Using Deep VGG-16 AdaBoost Hybrid Classifier.",J Oncol. 2022 Apr 26;2022:7677004. doi: 10.1155/2022/7677004. eCollection 2022.,2022 Apr 26;2022:7677004,2022,1,
